,gene_name
15161,DNAJB12
15162,TENT5A
15163,PRPF3
15164,GPBP1
15165,ZNF330
15166,GRAMD1A
15167,PIGR
15168,IL22RA2
15169,SLC9B1
15170,ULBP1
15171,TEX36
15172,PPM1M
15173,KRI1
15174,NDUFS3
15175,CHSY1
15176,ATP12A
15177,CLUL1
15178,DCC
15179,FANCF
15180,RP11-321N4.5
15181,ZCCHC3
15182,KCNQ2
15183,RP11-442J1.2
15184,PCDHB9
15185,GLT8D1
15186,RCN3
15187,ABCE1
15188,PLET1
15189,SELENOM
15190,NNT
15191,MTRNR2L7
15192,TAPBPL
15193,TRDMT1
15194,SHOC2
15195,SPAG6
15196,GABARAPL1
15197,MAP3K8
15198,AGAP4
15199,SRXN1
15200,MRPL14
15201,PRRT3
15202,WNT5B
15203,XPO5
15204,CCDC66
15205,AP4S1
15206,ATAD5
15207,PTGER1
15208,GSTA4
15209,AKAP7
15210,SH3KBP1
15211,PLCH1
15212,MRPL19
15213,NDUFV2
15214,TMEM218
15215,TAF11L14
15216,PLCXD3
15217,KRTAP10-10
15218,OR4C5
15219,CDKN3
15220,DAB1
15221,RGPD1
15222,TMEM102
15223,CNN3
15224,SPAG16
15225,CTD-3222D19.2
15226,FA2H
15227,KLHL23
15228,TERB2
15229,RNF128
15230,PTCHD1
15231,ERI3
15232,SHQ1
15233,ZC3H18
15234,MYBPC1
15235,HTR2B
15236,CRYBA4
15237,STRC
15238,DDX46
15239,SORCS3
15240,CTU2
15241,ZFYVE19
15242,TMEM205
15243,SLC25A27
15244,STMN1
15245,EIF2B1
15246,SASS6
15247,STC1
15248,KCNT1
15249,RARRES1
15250,NUDT7
15251,NPAS1
15252,P2RX1
15253,BMP4
15254,ODF3L1
15255,TTC23L
15256,ATAD3B
15257,ATP1A4
15258,SPDYE11
15259,SCARB1
15260,TNS2
15261,PPP2R5E
15262,INPP5E
15263,SLC26A9
15264,RBPJL
15265,OR5H1
15266,ITM2C
15267,DUOX1
15268,SRGAP2C
15269,GFUS
15270,NKD2
15271,TPRA1
15272,STX19
15273,MASTL
15274,CBX6
15275,AATK
15276,RP11-26J3.4
15277,LMNTD1
15278,EIF2S3B
15279,AC009133.23
15280,C16orf70
15281,ARL5C
15282,HADH
15283,NAE1
15284,PRR3
15285,GPR17
15286,PAK1IP1
15287,PLEKHB2
15288,NIT1
15289,ATG12
15290,NDRG1
15291,FUNDC2
15292,ARMH3
15293,NUSAP1
15294,LY6G6E
15295,POLRMT
15296,PCDHA8
15297,ORC1
15298,TMEM254
15299,NT5C1B
15300,ZNF804B
15301,RPAP1
15302,ASPG
15303,ATG101
15304,TRPS1
15305,CFAP92
15306,CCDC166
15307,FAT4
15308,IL2RA
15309,SYT6
15310,MARCOL
15311,YPEL3
15312,SYAP1
15313,TRPV2
15314,FAM133B
15315,WASF1
15316,WDR31
15317,HSD17B4
15318,ELOC
15319,RSPH10B2
15320,MOG
15321,S100A10
15322,CD38
15323,OPN1MW2
15324,ZNF624
15325,PPP2R2C
15326,OR4C6
15327,TGFB1I1
15328,ORC3
15329,ZNF726
15330,BICRAL
15331,OR52E5
15332,COL9A3
15333,CYB5R3
15334,PITPNM2
15335,BCAT2
15336,TFAP2C
15337,ST3GAL2
15338,TOMM6
15339,LPXN
15340,DUSP26
15341,ASB18
15342,ADNP2
15343,CRYGN
15344,RANBP17
15345,PRAMEF6
15346,UGT2B4
15347,MLKL
15348,ADRB3
15349,OR10K1
15350,C19orf38
15351,ZNF737
15352,LDHA
15353,ZSCAN10
15354,RTP4
15355,CSN3
15356,KCNIP2
15357,TMEM126B
15358,ZMYND8
15359,OR5M8
15360,MTIF2
15361,CCDC28B
15362,RCBTB1
15363,PLCZ1
15364,ZNF114
15365,DTNBP1
15366,ZNF385B
15367,KIFAP3
15368,LEMD2
15369,RACGAP1
15370,TPP2
15371,PCGF6
15372,AXDND1
15373,ING2
15374,NLRP9
15375,DENND10
15376,OR5W2
15377,CUL9
15378,ABCA1
15379,RFX4
15380,RAD51B
15381,ITPA
15382,C20orf96
15383,DOP1A
15384,NADK2
15385,ITGB4
15386,COBL
15387,NR1D2
15388,VASH1
15389,C20orf27
15390,SPATC1L
15391,PAPSS1
15392,SULT1C2
15393,ZNF28
15394,ZNF781
15395,GLT1D1
15396,FHOD1
15397,C1orf115
15398,RP11-1020A11.3
15399,CALM2
15400,COL6A6
15401,CAVIN1
15402,NTSR1
15403,CLMN
15404,SERPINA3
15405,STX11
15406,CYB5R1
15407,COL27A1
15408,MCM6
15409,FZD7
15410,OR4P4
15411,RGS8
15412,USHBP1
15413,ZP2
15414,ALDOC
15415,TRNP1
15416,GTF2H2C
15417,SLC29A1
15418,LMX1A
15419,DDX58
15420,MBOAT7
15421,TRIM56
15422,ZNF648
15423,USP17L26
15424,COMMD6
15425,STK17B
15426,PRH1-PRR4
15427,SLC15A3
15428,ZNF623
15429,IDH3G
15430,RBM7
15431,PNCK
15432,GPD1
15433,RPE65
15434,QPRT
15435,SMIM21
15436,OR2T10
15437,STIM1
15438,PTCD1
15439,GMPR2
15440,SBSN
15441,TRIM69
15442,POTEH
15443,KNDC1
15444,PNLIPRP1
15445,AC068831.18
15446,BTN3A1
15447,ACTG2
15448,EGFL8
15449,TRAFD1
15450,RP11-402P6.15
15451,TENT4B
15452,RPL3
15453,DCT
15454,FAM90A17P
15455,ELP5
15456,ZC3HAV1L
15457,HSD17B14
15458,FBXO41
15459,PRKAA2
15460,AKAP10
15461,RICTOR
15462,CTH
15463,POLR3D
15464,ANKRD30A
15465,XRCC5
15466,AANAT
15467,TOP1
15468,OTUD6A
15469,RP3-355M6.3
15470,ZIM2
15471,C3orf80
15472,CC2D1A
15473,CCL19
15474,HAO2
15475,CDHR4
15476,UFC1
15477,RNF170
15478,FPGT
15479,ZNF292
15480,GK2
15481,ENTHD1
15482,CTXN1
15483,GUCY1A1
15484,CEACAM16
15485,RUVBL1
15486,SGCZ
15487,EEA1
15488,FRG2
15489,KCNA5
15490,AFG3L2
15491,MORF4L1
15492,METRNL
15493,ECM1
15494,SLC36A2
15495,DRAM2
15496,IQGAP3
15497,MRPS25
15498,FSCN3
15499,IQCG
15500,CEP290
15501,E2F5
15502,KRTAP12-3
15503,PLPPR4
15504,ADGRB2
15505,MALRD1
15506,ADGRA1
15507,MRGPRE
15508,ASF1A
15509,ANKRD6
15510,TMEM255A
15511,SDHAF2
15512,CCNP
15513,IRF1
15514,NNMT
15515,DCAF10
15516,EXOC6B
15517,PIN1
15518,WDR5
15519,KIAA0753
15520,GYS2
15521,C2CD4D
15522,LTK
15523,ZUP1
15524,SCYGR2
15525,SLC22A11
15526,HINT3
15527,SSBP2
15528,MISP3
15529,TMEM14A
15530,DAZ4
15531,RABGEF1
15532,TNFSF18
15533,APOBEC3H
15534,ERCC2
15535,MYL12B
15536,ARSJ
15537,FOXR2
15538,EPM2AIP1
15539,THAP11
15540,RAET1L
15541,TPTE
15542,FBXL8
15543,SPATA5L1
15544,STX17
15545,C11orf95
15546,IFNL1
15547,CREB3L1
15548,ACADM
15549,USP17L17
15550,TIMP2
15551,C7orf61
15552,FBXL19
15553,RP1-317E23.6
15554,AP2A2
15555,PRDM4
15556,ARCN1
15557,CENPS
15558,ME1
15559,RTRAF
15560,MFSD14B
15561,NXT1
15562,ATF4
15563,ABLIM2
15564,GPR152
15565,DDHD1
15566,GSKIP
15567,PRR4
15568,GOLGA6D
15569,CLPS
15570,MS4A13
15571,ARHGAP19-SLIT1
15572,IKZF5
15573,ETNPPL
15574,KIR2DL4
15575,MAP2K5
15576,ACVRL1
15577,COA4
15578,C1QL4
15579,STX18
15580,ZNF136
15581,NCBP3
15582,SPATA48
15583,SDHA
15584,CSNK2A3
15585,HYAL4
15586,HMGXB3
15587,METTL27
15588,NTM
15589,ALDOB
15590,IMMP1L
15591,UBAP2
15592,RALA
15593,FTSJ1
15594,ANKRD17
15595,RBP7
15596,STRN3
15597,JMJD6
15598,AQP8
15599,GIT1
15600,RUNDC3A
15601,TTLL10
15602,CHMP3
15603,KBTBD2
15604,ATP10D
15605,TSGA10IP
15606,FKBP2
15607,ZNF672
15608,EPHX2
15609,ZNF33B
15610,HSPE1
15611,ZNF850
15612,CNGA2
15613,KBTBD13
15614,ATP5F1D
15615,IGHMBP2
15616,THUMPD2
15617,FGG
15618,AAR2
15619,LRRC37A3
15620,MAPRE3
15621,EMC1
15622,AGBL4
15623,COQ8B
15624,ZDHHC9
15625,METTL9
15626,CCDC39
15627,ATP13A2
15628,MCOLN3
15629,MGAT4D
15630,PSMD6
15631,EPS8L3
15632,USP33
15633,EBI3
15634,ABCC1
15635,KLHL20
15636,POLB
15637,ZAR1L
15638,SLC3A1
15639,CEP85L
15640,PASD1
15641,ABHD8
15642,MDC1
15643,RNF39
15644,MTSS1
15645,HMX1
15646,SRL
15647,BDKRB1
15648,MRPS18C
15649,TPO
15650,MYNN
15651,GRID1
15652,SOHLH1
15653,SSU72P2
15654,KRT25
15655,NKX3-2
15656,VAX1
15657,MOCS3
15658,MPND
15659,ZNF69
15660,EHBP1
15661,PPM1D
15662,TP53I13
15663,MRM2
15664,KCNK7
15665,SHISAL2B
15666,ZMYM6
15667,PGAM1
15668,CLIP3
15669,CDC26
15670,ATPSCKMT
15671,ANKRD62
15672,GALNT9
15673,HES6
15674,ADGB
15675,ERVMER34-1
15676,WDR13
15677,ADRA1D
15678,CDRT1
15679,AGBL1
15680,AC104534.3
15681,ANO10
15682,KEAP1
15683,MBD4
15684,GMFB
15685,ANKDD1A
15686,RPL18
15687,TMA16
15688,CRIP1
15689,RP11-400G3.5
15690,TIGD2
15691,RP11-803J6.1
15692,UQCR10
15693,CD34
15694,DGKQ
15695,USP54
15696,P2RY13
15697,PCYOX1
15698,SAMD9L
15699,PKD1L1
15700,KIF7
15701,UTS2
15702,DNMBP
15703,NMUR1
15704,EFNA3
15705,GOLGA8B
15706,DCAF8L1
15707,ZNF33A
15708,FCRLA
15709,HSPD1
15710,PABPC3
15711,LPO
15712,VASP
15713,COPS6
15714,SPOUT1
15715,IFRD1
15716,ACTR5
15717,ZNF337
15718,ZNF584
15719,OR6C4
15720,CTXND2
15721,ANKS3
15722,BEX5
15723,ZFAND1
15724,SNX18
15725,ORMDL3
15726,SSH2
15727,RO60
15728,IFITM1
15729,FTCD
15730,ATAT1
15731,CELSR3
15732,ADGRB1
15733,DNAAF4
15734,FAM183A
15735,TIMM50
15736,FAM241A
15737,FAM78B
15738,OR14I1
15739,TVP23B
15740,N4BP2L2
15741,H1-0
15742,TRIM5
15743,NKG7
15744,TSPYL2
15745,HBM
15746,CYB5A
15747,GSTA5
15748,USP40
15749,SLC17A4
15750,LRRC24
15751,MAPK10
15752,ERGIC1
15753,SORBS2
15754,RAP1GAP
15755,ACSL3
15756,OR5BS1P
15757,RESP18
15758,SLX1B
15759,H3C2
15760,LRIT2
15761,TAL1
15762,SLCO3A1
15763,LSG1
15764,ASB12
15765,MTHFD1L
15766,STX10
15767,PAGR1
15768,UCKL1
15769,THAP7
15770,CYLD
15771,SHBG
15772,TMTC2
15773,OXLD1
15774,PIP4K2B
15775,RP11-121C6.6
15776,R3HDM4
15777,SREBF2
15778,MMP21
15779,TRAIP
15780,CHI3L1
15781,TAOK2
15782,NISCH
15783,PAM
15784,ZNF419
15785,ORM1
15786,TRIM7
15787,OR13A1
15788,ZNF605
15789,RP4-534D1.6
15790,SPRR2E
15791,C9orf43
15792,BPIFB3
15793,SPATS2L
15794,RGS17
15795,CCR9
15796,MTSS2
15797,ZNF500
15798,H3C12
15799,MECR
15800,DERL3
15801,ENPP7
15802,USH1C
15803,MPRIP
15804,ANGPTL8
15805,GOLGA6L1
15806,HNRNPUL2
15807,PCDH18
15808,SZT2
15809,FLRT3
15810,TMED3
15811,SIX5
15812,HS1BP3
15813,UTP18
15814,C17orf100
15815,TPCN1
15816,GATA3
15817,ESPL1
15818,LRRK2
15819,ENPEP
15820,ARNT
15821,CEP170
15822,TECPR2
15823,PRADC1
15824,CZIB
15825,TRAF3IP2
15826,SLC5A1
15827,MGAT5
15828,MARCKS
15829,RHO
15830,TP53
15831,DGLUCY
15832,C12orf43
15833,KIRREL1
15834,TMEM44
15835,NMS
15836,KRTAP13-3
15837,OR4N5
15838,SIK3
15839,HILPDA
15840,F10
15841,DDX5
15842,TRIM68
15843,PPP1R27
15844,TFAM
15845,PARP3
15846,IL12RB1
15847,PANK2
15848,RAB4A
15849,MAIP1
15850,MAOB
15851,UTF1
15852,UGT2B10
15853,KDELR2
15854,HNRNPL
15855,ZNF98
15856,EIF4EBP1
15857,DOCK7
15858,ILF3
15859,RFLNA
15860,BTF3L4
15861,CH507-9B2.4
15862,CDK5RAP1
15863,ODF3L2
15864,SPDYE4
15865,PCID2
15866,GNLY
15867,CTNNB1
15868,DCHS1
15869,OR4N2
15870,PLA2G3
15871,MED6
15872,MRPS36
15873,LOX
15874,KYAT1
15875,SLC7A6OS
15876,GTF2H3
15877,ATP8B1
15878,ERICH6B
15879,AGO1
15880,HLTF
15881,SLC17A1
15882,HLA-DOB
15883,OR51C1P
15884,KRT13
15885,GPR158
15886,LIG1
15887,PDCD6
15888,SH3GL1
15889,MON1B
15890,C9orf64
15891,C3orf70
15892,SH3BGRL3
15893,FERD3L
15894,ABCC5
15895,INHA
15896,SH2B1
15897,H2BC1
15898,NCCRP1
15899,CRYBA1
15900,PYCR1
15901,SLC35C2
15902,IPO7
15903,PROSER3
15904,OR5AU1
15905,POLD3
15906,DYNLT4
15907,MIA3
15908,C9orf116
15909,CCL20
15910,C3orf38
15911,PPP1R13B
15912,TM4SF18
15913,TP53I3
15914,IFNA2
15915,CXCL9
15916,ERAS
15917,AP1S2
15918,GRIK5
15919,GOLGA8O
15920,OR4D1
15921,FGF23
15922,VEGFC
15923,CTD-2546F11.1
15924,CORO2A
15925,AKR7A2
15926,NRTN
15927,PBOV1
15928,MTA3
15929,RP11-834C11.12
15930,CRIP2
15931,RSU1
15932,SSX2
15933,DDX18
15934,TRIM64
15935,ANKRD24
15936,MSC
15937,MFF
15938,SDC4
15939,TMEM270
15940,SLC35G4
15941,OPHN1
15942,GTSE1
15943,ABCC4
15944,CDRT4
15945,MTCL1
15946,FCN1
15947,ALOX15B
15948,EDN2
15949,VPS33B
15950,LRP2
15951,OR4F21
15952,TEX46
15953,ASPHD2
15954,TEDC1
15955,HAUS3
15956,FDXR
15957,CTNND2
15958,HOXC10
15959,ALKBH1
15960,PTHLH
15961,CCR3
15962,BIRC3
15963,EXTL1
15964,OXSM
15965,OR5AS1
15966,UBE2E2
15967,CERCAM
15968,INAFM1
15969,MS4A3
15970,SCIN
15971,KCNV1
15972,APBB3
15973,RP11-65B7.2
15974,PRKX
15975,THEMIS
15976,PPIAL4A
15977,LRRC37A2
15978,LCN6
15979,C2CD4A
15980,GOLGA7
15981,KRT7
15982,MRPS7
15983,LRP1
15984,ZNF416
15985,CHP2
15986,FAM205C
15987,CEP97
15988,TNFSF10
15989,COG8
15990,ESAM
15991,LRRC72
15992,SMO
15993,HCRTR2
15994,GVQW3
15995,MCM2
15996,SLC25A51
15997,ACP4
15998,FAM72C
15999,EME2
16000,MEAK7
16001,CISH
16002,GPR137B
16003,RPL38
16004,SFR1
16005,SPHK2
16006,NEUROD1
16007,GLI2
16008,RGL2
16009,HS3ST2
16010,GAMT
16011,PRB1
16012,GTDC1
16013,IL32
16014,FKBP8
16015,RIMBP3
16016,ST14
16017,MAEL
16018,OR2M3
16019,RAD1
16020,DCAF4L1
16021,ARSF
16022,PTPN14
16023,FXYD1
16024,CD300A
16025,PIH1D2
16026,MRPS2
16027,VPS4A
16028,OR2L8
16029,PUS10
16030,RGS7BP
16031,STN1
16032,ACBD6
16033,SLCO2B1
16034,SIGIRR
16035,LRCH2
16036,RNF157
16037,ZMYND19
16038,SPATA9
16039,ART1
16040,FAM200B
16041,CSMD2
16042,C16orf72
16043,RASGRP1
16044,PA2G4
16045,RMI2
16046,YWHAB
16047,HEPHL1
16048,HSPA12A
16049,ARHGAP31
16050,RP11-637O19.3
16051,HOMER3
16052,PADI6
16053,PRR20G
16054,FIGNL2
16055,GOLGA8M
16056,DNAJC8
16057,PKM
16058,GAGE12E
16059,ATF1
16060,OAZ3
16061,USP12
16062,CENPF
16063,DEFB104B
16064,HERC2
16065,PDGFRL
16066,ZNF362
16067,MAPRE1
16068,CCNI
16069,TPGS2
16070,SUSD1
16071,ARIH2
16072,FST
16073,SMAD2
16074,CDON
16075,ZNF700
16076,RNF214
16077,ITPRIPL1
16078,MAVS
16079,AP3B1
16080,PPM1B
16081,PET100
16082,EN2
16083,HNRNPU
16084,BRD3
16085,RP11-195F19.29
16086,NDE1
16087,APTX
16088,EPRS1
16089,GLIS3
16090,AJAP1
16091,GID4
16092,GSX2
16093,HOXB9
16094,C6orf163
16095,C17orf99
16096,CA9
16097,RXRG
16098,ABCG4
16099,FITM1
16100,PCSK4
16101,TMEM94
16102,MAGI2
16103,OR2W1
16104,CENPI
16105,DLX1
16106,NDUFS1
16107,DAZ1
16108,BPIFA1
16109,ARMC5
16110,OR2D2
16111,MGRN1
16112,TIGD7
16113,RIN3
16114,CRLF2
16115,POLR3A
16116,FGF1
16117,ADAD2
16118,SIT1
16119,NPEPL1
16120,OR10A5
16121,TIMM22
16122,RP11-16O9.3
16123,CGAS
16124,APLP1
16125,FAM228B
16126,KCNJ16
16127,PRRC2A
16128,CH17-159N18.5
16129,DTNA
16130,OR51A4
16131,NUP88
16132,MYPOP
16133,FRMD4A
16134,H2BC4
16135,KIF2B
16136,GLDC
16137,MARCHF4
16138,ZDHHC1
16139,CTD-2192J16.20
16140,SLC44A4
16141,HSPA8
16142,MAZ
16143,NEURL4
16144,RWDD2B
16145,IMP4
16146,SOX9
16147,TCN2
16148,ZNF250
16149,NDUFB8
16150,PPP1R3B
16151,NAT9
16152,EFCAB8
16153,ANKEF1
16154,TBC1D8B
16155,GPX3
16156,MEF2A
16157,GM2A
16158,CTB-60B18.23
16159,SIX4
16160,KLK13
16161,AK4
16162,CCDC13
16163,RP11-514P8.7
16164,RP11-384O8.2
16165,CDAN1
16166,USP44
16167,HCCS
16168,GPR68
16169,SRP9
16170,MEGF8
16171,PRSS38
16172,RCOR1
16173,CAMK1
16174,PBRM1
16175,GATD3B
16176,RBM24
16177,PRPF4
16178,KLHL18
16179,TSPAN8
16180,LEF1
16181,PHF5A
16182,DNAJC25
16183,BEST2
16184,GDF1
16185,UBE3B
16186,CACNA1A
16187,CKMT2
16188,MAPK1
16189,GOLGA6C
16190,CRHR1
16191,PALD1
16192,MBD3L2
16193,HSPH1
16194,SLC35F4
16195,SNCAIP
16196,KHDC1
16197,SLC40A1
16198,ZNF41
16199,LRRC74B
16200,ZNF512B
16201,HOXC5
16202,MTG1
16203,CLEC1B
16204,LSP1
16205,ANO1
16206,PTK2B
16207,SF3A3
16208,RP11-112J3.21
16209,ZNF501
16210,NAP1L3
16211,MRPL27
16212,LDLRAP1
16213,ZNF57
16214,ZSCAN30
16215,ITIH3
16216,VIL1
16217,ZNF592
16218,FBXL7
16219,NEMP1
16220,ICAM4
16221,EML3
16222,B3GNT4
16223,TMEM238
16224,TCP10L2
16225,UBTD2
16226,NLRP13
16227,RPRML
16228,GDF2
16229,PADI2
16230,KCNJ14
16231,FAM193B
16232,NPHS1
16233,SDC1
16234,CCL3L1
16235,LCE3E
16236,CAPSL
16237,OR5F1
16238,FAM151B
16239,TTC28
16240,RUNDC1
16241,STEAP1B
16242,FAM53C
16243,EML5
16244,SCRG1
16245,NDUFA10
16246,HSP90AA1
16247,PAFAH1B2
16248,KDM3B
16249,NUP93
16250,NAGLU
16251,PRAMEF26
16252,CYP8B1
16253,BCL6
16254,GABRB3
16255,ANKZF1
16256,LYZL4
16257,RNF167
16258,GPR89A
16259,TEPP
16260,PDPN
16261,TANC1
16262,LCE3A
16263,FHL2
16264,GFER
16265,PPP2CB
16266,CD163L1
16267,MYLK2
16268,IGBP1
16269,DENND4C
16270,TSPY8
16271,CTSF
16272,SERPINE1
16273,MAGEE2
16274,ACOX2
16275,SLC9A9
16276,MT-ND6
16277,CFAP126
16278,IDO1
16279,DNTT
16280,EYS
16281,UBE2D2
16282,MSRB2
16283,TSEN15
16284,ARRB2
16285,OR2A2
16286,FAM89B
16287,SNAP29
16288,MYO5C
16289,PCDHGA6
16290,C7orf26
16291,ZBTB45
16292,C20orf202
16293,SLC16A8
16294,TPD52L2
16295,SLC41A1
16296,RP4-541C22.8
16297,ITFG1
16298,SLC25A47
16299,NFXL1
16300,INPP1
16301,ZNF81
16302,ZNF692
16303,TCEAL8
16304,MKX
16305,RNF169
16306,GPR21
16307,FSD1
16308,POLR1H
16309,TMEM214
16310,KLF3
16311,MDH1B
16312,TSTD1
16313,DNAAF5
16314,LRRC39
16315,CRB2
16316,MRPL48
16317,TTLL7
16318,ADH7
16319,C1QTNF12
16320,ZNF417
16321,MTCH1
16322,CASS4
16323,FGF5
16324,RP4-539M6.19
16325,ZFYVE21
16326,SSBP1
16327,NEU3
16328,RP11-106M3.2
16329,TCHHL1
16330,TOX4
16331,CBLN1
16332,CD9
16333,OR1J1
16334,RBAK-RBAKDN
16335,DEFA4
16336,ZNF491
16337,LARP4
16338,OR2Y1
16339,OR56B4
16340,TRAPPC1
16341,AK3
16342,NSMCE1
16343,ADIRF
16344,ARMC9
16345,TMEM8B
16346,GABARAPL2
16347,NFATC2IP
16348,FJX1
16349,ESM1
16350,CCDC154
16351,TSR3
16352,TOR2A
16353,ZNF614
16354,INTS2
16355,ADTRP
16356,PRAMEF25
16357,MDFI
16358,RP11-178C3.1
16359,KRTAP4-16
16360,WDR83
16361,SOX13
16362,VIPR1
16363,POM121L2
16364,PXMP4
16365,NELFA
16366,HTR3E
16367,INSM2
16368,CST1
16369,RHBDD2
16370,RCL1
16371,ATP6V1G2
16372,FAM71D
16373,NLE1
16374,OSMR
16375,NFATC4
16376,NUP98
16377,TCEAL3
16378,MS4A14
16379,EHBP1L1
16380,PRRC2C
16381,SPCS1
16382,FBRS
16383,UTP20
16384,HDAC8
16385,SSRP1
16386,FASTKD3
16387,ZSCAN22
16388,MPZL3
16389,SYCP3
16390,RP13-347D8.7
16391,LPAR2
16392,SAPCD2
16393,OR2AJ1
16394,MDM4
16395,ABHD11
16396,SPA17
16397,CRISP3
16398,ENTPD7
16399,DIDO1
16400,VWA3A
16401,FUNDC1
16402,TBC1D23
16403,DAAM1
16404,DOCK11
16405,ZNF16
16406,DNAH11
16407,FAM162A
16408,ATP6V1FNB
16409,DNAH12
16410,PDCD1LG2
16411,ADAMTS9
16412,KNL1
16413,SCN9A
16414,ARHGEF4
16415,PEX10
16416,PC
16417,SPINK7
16418,VPS26A
16419,NUP153
16420,C16orf91
16421,CLASP2
16422,ZSCAN31
16423,THEG
16424,CT45A6
16425,BPY2C
16426,COQ3
16427,TIE1
16428,LRTOMT
16429,MEI1
16430,TM4SF19
16431,TMEM143
16432,NHLRC2
16433,ARL4D
16434,ZNF581
16435,PNRC2
16436,ALDH3A1
16437,UBN2
16438,TREH
16439,COL28A1
16440,MANBAL
16441,MYCN
16442,RP11-9J18.1
16443,FGFR3
16444,CTD-2561J22.3
16445,NUDT15
16446,USP17L15
16447,ATXN2
16448,TESMIN
16449,SLC35B2
16450,S100Z
16451,RAB30
16452,RP11-14J7.7
16453,STK11
16454,CA11
16455,PTH
16456,ZNF703
16457,TMEM256-PLSCR3
16458,PRPF6
16459,PPP3R2
16460,SIGLEC7
16461,FCGRT
16462,CAAP1
16463,RREB1
16464,GMPPB
16465,HACD1
16466,DDX43
16467,MEGF10
16468,NHLH2
16469,ADCYAP1R1
16470,TEX45
16471,MTMR4
16472,ZFAND2A
16473,PEX7
16474,ZNF662
16475,LRRN2
16476,COPS2
16477,ZNF274
16478,GDF9
16479,B3GALNT2
16480,NUTF2
16481,OR6Q1
16482,MPLKIP
16483,KCNK13
16484,PI4K2A
16485,TECTB
16486,NPIPA2
16487,FXR2
16488,GDAP1
16489,RAD54L
16490,RETREG3
16491,ZFP92
16492,EEF1A2
16493,IDH2
16494,FXYD6-FXYD2
16495,CMYA5
16496,VAPA
16497,AC013271.7
16498,SLC37A3
16499,BOP1
16500,TNFRSF13B
16501,TMEM260
16502,CCDC96
16503,SLFN12
16504,ATP5ME
16505,DVL3
16506,HAPLN1
16507,ITPKA
16508,ATP10A
16509,CCDC146
16510,OR13H1
16511,EIF3H
16512,YTHDF3
16513,TMPRSS5
16514,C1orf141
16515,PDX1
16516,CHAF1B
16517,QSOX2
16518,C12orf42
16519,PHF24
16520,WDFY3
16521,ARHGEF6
16522,RETN
16523,TRIM11
16524,OR2J3
16525,DGKI
16526,APOF
16527,PEX11G
16528,RP5-874C20.8
16529,LSAMP
16530,NGB
16531,ZNF32
16532,TAS1R2
16533,HHIPL1
16534,YJU2
16535,ZNF91
16536,SSU72P4
16537,NT5DC1
16538,PRPF8
16539,ZNF208
16540,ZCWPW2
16541,TRAPPC2B
16542,YAP1
16543,SLC5A12
16544,PDGFC
16545,GSPT2
16546,FCRLB
16547,SLC2A10
16548,GRB10
16549,MACF1
16550,DEGS1
16551,ICAM5
16552,USF2
16553,ODF1
16554,RASSF4
16555,JPH1
16556,HSPA5
16557,TXNL4A
16558,PRMT3
16559,PABPC1L2A
16560,TTC22
16561,TMEM59L
16562,UGT3A2
16563,ANTKMT
16564,ZNF606
16565,ZNF273
16566,OR10K2
16567,ALPI
16568,TSACC
16569,SOAT2
16570,CHCHD4
16571,SFRP2
16572,TRH
16573,STAB1
16574,SMUG1
16575,BORCS7-ASMT
16576,RPS6KL1
16577,TAF1
16578,GABBR2
16579,TIMM23
16580,H6PD
16581,SRSF3
16582,STK26
16583,KRT35
16584,KIF21B
16585,TRAF1
16586,TMEM69
16587,ZBTB37
16588,CCDC88A
16589,CELA3B
16590,RGMB
16591,TEX13B
16592,EVC2
16593,MSL1
16594,RBP5
16595,PGM5
16596,EDC4
16597,H2AC16
16598,ADAM10
16599,NXF1
16600,ARL5B
16601,C11orf65
16602,TRPT1
16603,MYL1
16604,TTC26
16605,ZNF611
16606,CCDC102B
16607,ZNF175
16608,SFTA2
16609,HSD3B7
16610,HDAC3
16611,PSMD10
16612,ADAMTS16
16613,ETV7
16614,SPTBN1
16615,PGBD2
16616,RAC2
16617,SORD
16618,DIPK1A
16619,NOP56
16620,NDUFV1
16621,MCCC1
16622,STXBP2
16623,CCDC121
16624,IFI35
16625,SOX21
16626,ENDOV
16627,SHE
16628,GINS2
16629,TMEM190
16630,CLEC5A
16631,INA
16632,HSD17B1
16633,B3GALT1
16634,CCDC105
16635,BIRC2
16636,RP11-73M18.2
16637,ZNF235
16638,KCTD14
16639,REG3G
16640,SPATA21
16641,AIMP1
16642,WIF1
16643,TMPRSS13
16644,DIMT1
16645,FBP1
16646,APOC3
16647,OR4D5
16648,FAM217A
16649,NSUN5
16650,STAT3
16651,ANKRD23
16652,MAB21L3
16653,COG7
16654,RBM39
16655,AFAP1L2
16656,NDUFA13
16657,XYLB
16658,HECTD1
16659,DAGLB
16660,CPSF2
16661,ESPNL
16662,PIGM
16663,AMMECR1
16664,GNB1L
16665,ZNF34
16666,IRF2BP1
16667,PIK3C3
16668,ETV3
16669,PCDH12
16670,ARRDC1
16671,PLA2G4E
16672,VPS41
16673,MYG1
16674,OR5P3
16675,SUMO4
16676,OOSP1
16677,HIPK1
16678,TGFB1
16679,YAF2
16680,PFN1
16681,PSMC5
16682,MS4A6E
16683,DOCK4
16684,CH17-206L4.1
16685,USP7
16686,OR52J3
16687,PLA2G2C
16688,ITPRIP
16689,ZNF462
16690,CNKSR2
16691,ZNF445
16692,RNF123
16693,KLK2
16694,MLLT6
16695,YTHDC1
16696,TEX2
