,gene_name
1616,INHBC
1617,MAGEB16
1618,TIMM44
1619,OCM
1620,MAN1C1
1621,ERICH1
1622,ANKRD33
1623,UBLCP1
1624,CCDC69
1625,FCGBP
1626,NAPRT
1627,OPN3
1628,ACER3
1629,SH3BP2
1630,LYPD6
1631,USP53
1632,MAN2A2
1633,STAU2
1634,ZNF516
1635,TOMM5
1636,KRTAP10-8
1637,CXCR1
1638,DEUP1
1639,DEFB130A
1640,CLEC4D
1641,DLX5
1642,CD3G
1643,ZNF425
1644,TMIGD3
1645,MAP9
1646,HIBCH
1647,C19orf12
1648,BAIAP2L1
1649,WDR54
1650,INSL4
1651,TENM3
1652,CHRNB1
1653,USP17L24
1654,ETV6
1655,THUMPD3
1656,SLC9A8
1657,AP1G2
1658,EML1
1659,GAL
1660,OR13C9
1661,RUNX1T1
1662,TRIM49D1
1663,P4HB
1664,FAM120C
1665,METAP1
1666,ERCC6
1667,RP11-514O12.4
1668,RPS6KA3
1669,DIP2A
1670,SSU72P8
1671,TMEM109
1672,CCL3
1673,PRG3
1674,INHBB
1675,MINDY3
1676,TMEM126A
1677,TREX2
1678,KALRN
1679,KIF4B
1680,CACNA2D4
1681,NBL1
1682,SLC25A41
1683,SPACA6
1684,TNFRSF10C
1685,DUOXA2
1686,PDPR
1687,SOX11
1688,FBXO47
1689,DENND2B
1690,PTPN21
1691,FUT9
1692,CALHM1
1693,FOXL2
1694,IGSF8
1695,STK38
1696,SUCLA2
1697,MAP3K15
1698,NDUFA6
1699,FAM81B
1700,PTBP3
1701,CCDC88C
1702,FAIM2
1703,ZNF597
1704,SLFN12L
1705,ZNF610
1706,PILRB
1707,CDK4
1708,ANXA4
1709,RASGRF2
1710,H3C6
1711,MMP26
1712,NOX4
1713,GPAA1
1714,MTREX
1715,DTHD1
1716,FBXL13
1717,TBCC
1718,SPNS1
1719,GOLIM4
1720,TDG
1721,CPS1
1722,SENP2
1723,C1orf116
1724,HDLBP
1725,TRIO
1726,BCL11A
1727,CAPN3
1728,PKHD1L1
1729,KRT6C
1730,C12orf56
1731,ZDHHC7
1732,UBE2O
1733,SPATA7
1734,GPATCH2L
1735,PDCD6IP
1736,ZNF2
1737,KIAA1549
1738,RNF26
1739,TMEM200C
1740,HCFC1
1741,ANKRD45
1742,GCSH
1743,PCDHA12
1744,CENPV
1745,C5
1746,IBTK
1747,MDK
1748,SH2D3C
1749,CDKL3
1750,RASSF7
1751,ZSWIM5
1752,DNHD1
1753,TOPAZ1
1754,ATXN7L1
1755,FAM76A
1756,IL10RB
1757,TSPY10
1758,CHST13
1759,CDC14A
1760,C1QB
1761,BCL2L10
1762,ARFGEF2
1763,RRBP1
1764,GNS
1765,MMP8
1766,PAGE3
1767,RAE1
1768,KDM4E
1769,PROK1
1770,TERT
1771,DYNAP
1772,C1orf232
1773,SPATA45
1774,PTPN6
1775,HMCES
1776,SEMA4F
1777,MUL1
1778,CCDC167
1779,ETV3L
1780,TOM1L1
1781,HMGCLL1
1782,PPP1R9B
1783,CUTA
1784,OR52E4
1785,LASP1
1786,NTSR2
1787,NRBF2
1788,EIF2AK3
1789,SCGB2A1
1790,EMC4
1791,CEBPD
1792,PDE4DIP
1793,FBN1
1794,SPON2
1795,PACSIN1
1796,THRSP
1797,ZNF280B
1798,EXT2
1799,GPT2
1800,CTC-398G3.6
1801,CCNK
1802,TRIB2
1803,MAGI3
1804,CTF1
1805,FOXN2
1806,TIGAR
1807,C16orf92
1808,KRTCAP2
1809,BRCA1
1810,BLVRA
1811,VPS35L
1812,BEX2
1813,FLNC
1814,HVCN1
1815,CCDC196
1816,DND1
1817,ASIC4
1818,ATRX
1819,CD37
1820,SNX1
1821,E2F6
1822,MFHAS1
1823,CEP152
1824,SUGCT
1825,CACNG4
1826,OR52I1
1827,ZNF532
1828,CCNE2
1829,CHI3L2
1830,CYP27C1
1831,OTOR
1832,CYP2E1
1833,SRP14
1834,ESR1
1835,DOCK9
1836,LIF
1837,MERTK
1838,MTARC1
1839,SIL1
1840,LBH
1841,C1QTNF3
1842,PRR11
1843,MTUS1
1844,USP17L1
1845,MLST8
1846,OR10W1
1847,UBE3D
1848,ZNF536
1849,LIPE
1850,TCHH
1851,FAM200A
1852,NSD3
1853,COX10
1854,THBD
1855,GJB6
1856,MCOLN1
1857,TBX19
1858,GS1-114I9.3
1859,ING3
1860,OR4F6
1861,TAS2R8
1862,SENP6
1863,NUDT13
1864,ABCD1
1865,MC1R
1866,RBMXL2
1867,ZNF831
1868,RPL5
1869,NOL6
1870,ZDHHC11B
1871,M6PR
1872,TJAP1
1873,TIMM10
1874,MED1
1875,CDKN2D
1876,FCHO2
1877,OTUD7A
1878,SBSPON
1879,OTOGL
1880,OR52W1
1881,THG1L
1882,ARMC2
1883,SPDYE1
1884,ZBTB7A
1885,OR10G2
1886,IPO8
1887,TFDP3
1888,RPS19
1889,GNRH2
1890,ABCF2-H2BE1
1891,EFHD1
1892,TRMT5
1893,PNN
1894,TRIM10
1895,CEACAM5
1896,SIRT7
1897,PHGR1
1898,OSTM1
1899,PYROXD1
1900,GFRAL
1901,LARP1
1902,GPR63
1903,DDOST
1904,M1AP
1905,MUC15
1906,GRIN1
1907,COX6B2
1908,TRIL
1909,E2F3
1910,NDUFB1
1911,C2orf80
1912,OTX2
1913,P2RX5-TAX1BP3
1914,SCUBE2
1915,FGFR1
1916,TCAIM
1917,SIRT3
1918,USP17L3
1919,GRM2
1920,LRFN4
1921,NPAT
1922,MOB1B
1923,AR
1924,AXIN2
1925,OR2AK2
1926,RIPK3
1927,SERPINB3
1928,GSC2
1929,SCG5
1930,SPRED3
1931,ARPC5L
1932,TANGO2
1933,DPH1
1934,MMUT
1935,RIMS4
1936,MMADHC
1937,OR4M1
1938,DPF1
1939,TUBA8
1940,SLC47A1
1941,VSX2
1942,DEFB124
1943,WDR55
1944,SYCE1
1945,PKDREJ
1946,CDH22
1947,LRMDA
1948,SFXN2
1949,TKTL2
1950,MUC19
1951,RP11-507K12.1
1952,TAF7L
1953,PNMA8A
1954,OR6C75
1955,HNF1A
1956,PCIF1
1957,ESRRB
1958,RP11-16N10.2
1959,FSIP1
1960,SIRPD
1961,TBC1D10C
1962,EIF3CL
1963,SMIM10L2A
1964,NBPF3
1965,ANKRD42
1966,PEA15
1967,TH
1968,SYNDIG1L
1969,MRPL50
1970,MPV17L2
1971,DISP2
1972,RORC
1973,LTB
1974,PRX
1975,SNX16
1976,CYP4A11
1977,ARHGAP20
1978,OR56A4
1979,ESX1
1980,ANKAR
1981,ARHGAP18
1982,VCPIP1
1983,KCTD1
1984,RALYL
1985,MITF
1986,ADRA2B
1987,WNT3A
1988,CDKN2AIP
1989,INKA2
1990,AGO4
1991,UQCRC2
1992,NDUFA1
1993,SNX10
1994,MKLN1
1995,NT5C1B-RDH14
1996,ZC3H3
1997,GREM1
1998,DVL2
1999,SPATA31A3
2000,LIPI
2001,CSRP3
2002,C2orf88
2003,LTA
2004,APOD
2005,NRARP
2006,GPX2
2007,UBOX5
2008,ADAMTS7
2009,IFNA21
2010,RNF17
2011,FAM118A
2012,ASB15
2013,SLC19A2
2014,MGAM
2015,ASXL2
2016,GRAMD4
2017,LMBR1
2018,CELF1
2019,WNT16
2020,ELFN2
2021,NLGN1
2022,CHST12
2023,STIMATE-MUSTN1
2024,GPNMB
2025,ACTB
2026,C1QL3
2027,NR5A2
2028,RC3H2
2029,SLC25A17
2030,KRT26
2031,KRTAP6-1
2032,MAP7D3
2033,RHBDF1
2034,ARHGAP4
2035,TCTA
2036,ATF7IP2
2037,PARL
2038,MBD6
2039,RP3-341E18.2
2040,GPR50
2041,ZBTB32
2042,ARL14EPL
2043,EMID1
2044,GABRR3
2045,LDB1
2046,GEMIN5
2047,AZIN2
2048,CFAP97
2049,PTPN5
2050,CDH13
2051,KLHL30
2052,ISOC2
2053,RIPK1
2054,SEC14L5
2055,SAP30BP
2056,VENTX
2057,RP11-18C24.9
2058,CHPF
2059,PAIP2
2060,GABBR1
2061,PLEKHG7
2062,CCDC63
2063,MAN2C1
2064,TMX1
2065,OR10T2
2066,DDIT4L
2067,PCYT1A
2068,RAP1GDS1
2069,WASF2
2070,RNPEP
2071,FAM155B
2072,SPDYE16
2073,TOM1L2
2074,NPRL2
2075,ZNF420
2076,TCF3
2077,IL17REL
2078,MUCL3
2079,HERPUD1
2080,TP53RK
2081,CD48
2082,ZNF92
2083,ORC5
2084,KRTAP10-9
2085,GATA5
2086,KRTCAP3
2087,DAXX
2088,OGN
2089,NR3C2
2090,DNAJC22
2091,ENTPD6
2092,MUTYH
2093,PECR
2094,ELMOD3
2095,MRGPRX4
2096,PIGX
2097,ETFA
2098,TMEM45A
2099,RNF19B
2100,GH2
2101,SUN5
2102,DECR2
2103,CPNE8
2104,C2orf68
2105,AGMAT
2106,GNG3
2107,FBXL12
2108,USB1
2109,SLC10A2
2110,CRELD2
2111,NFILZ
2112,DUSP8
2113,COX6A2
2114,SENP8
2115,MDGA1
2116,AP000350.10
2117,COPZ1
2118,EPHB4
2119,PRPF38B
2120,DFFA
2121,GAB1
2122,PUS7L
2123,AQP4
2124,VAT1
2125,APLNR
2126,KCNJ1
2127,SGSM3
2128,FHIT
2129,HDAC9
2130,GALNTL6
2131,ZNF763
2132,STIM2
2133,TMEM59
2134,MCTS2P
2135,NYAP2
2136,SLC38A1
2137,AC006486.14
2138,DCTN1
2139,NRIP2
2140,DYRK4
2141,WDR62
2142,LINS1
2143,NCKAP5L
2144,SDHAF1
2145,ACY3
2146,XRCC2
2147,SLC22A6
2148,PALMD
2149,NDUFB9
2150,CT47A6
2151,NAA11
2152,GPRASP2
2153,GADD45B
2154,SLC30A7
2155,NPHP1
2156,KRTAP27-1
2157,TNIP3
2158,PLSCR4
2159,ARL5A
2160,IQCF1
2161,FBXO39
2162,CASP8
2163,ZNF226
2164,LSM11
2165,RP5-850E9.3
2166,SLC22A23
2167,TEFM
2168,ERP27
2169,SYTL3
2170,TTC19
2171,ABI3BP
2172,GAPT
2173,NAP1L2
2174,RAB40C
2175,SPNS2
2176,ZNF766
2177,CCDC15
2178,ADAMTS18
2179,MINDY4B
2180,DOCK5
2181,RNASEH2C
2182,TLE4
2183,RTN4RL2
2184,ZNF620
2185,TMEM200B
2186,ATOH1
2187,GHITM
2188,SPANXN3
2189,LIPF
2190,BHMT2
2191,SRSF5
2192,TRIM52
2193,RSKR
2194,AP3M1
2195,HBA1
2196,GRXCR2
2197,MAPK11
2198,CHML
2199,KIAA0100
2200,PRDM14
2201,ODAD2
2202,SCP2
2203,ELOVL2
2204,UBQLN3
2205,CHST5
2206,ZIC2
2207,CD99L2
2208,UQCRHL
2209,OR5K4
2210,GAPDHS
2211,MMP7
2212,BCL9L
2213,OGA
2214,CABLES2
2215,CCN4
2216,SLC12A3
2217,MYOG
2218,ZNF676
2219,CAVIN4
2220,CALML5
2221,TBR1
2222,TIMP4
2223,SERPINC1
2224,ASB10
2225,IGDCC3
2226,PCDHA13
2227,MRPS6
2228,CSTF2
2229,ARHGEF38
2230,PAX5
2231,PHKB
2232,ATAD1
2233,TBC1D3G
2234,FAM185A
2235,LY6D
2236,IDO2
2237,FCRL1
2238,IL26
2239,NAT2
2240,ACP1
2241,PVALB
2242,ATG9A
2243,PLA1A
2244,AIF1L
2245,PIAS1
2246,TEX43
2247,LYNX1
2248,APOBEC3G
2249,CHD4
2250,ALPK3
2251,UBR7
2252,NELL2
2253,SARAF
2254,TAF12
2255,BATF2
2256,FDXACB1
2257,PEX6
2258,PIK3R4
2259,EIF2S1
2260,GALNT7
2261,ELAVL1
2262,CTD-2010I16.2
2263,MYF6
2264,MEDAG
2265,SNTN
2266,EN1
2267,DYNC2I1
2268,ANTXR1
2269,CHCHD10
2270,SMYD4
2271,FAM237A
2272,SNRPA
2273,RSL1D1
2274,PLK2
2275,MYCT1
2276,PRSS8
2277,GSTCD
2278,APIP
2279,BASP1
2280,RHCE
2281,ZFP90
2282,REPS1
2283,SRGN
2284,LRRFIP1
2285,MZF1
2286,PLAC8L1
2287,SPRYD4
2288,IGF2BP1
2289,SOCS2
2290,GPR143
2291,ICE1
2292,TMEM116
2293,CHRM5
2294,AASDH
2295,HSPA14
2296,AQP12A
2297,OR6C3
2298,DHRS1
2299,CNMD
2300,ARHGEF37
2301,BRD9
2302,CHGA
2303,MED13L
2304,HOXC9
2305,TMTC3
2306,RP11-350J20.15
2307,PTX3
2308,ARHGAP36
2309,PHF6
2310,COX14
2311,GAS8
2312,ZNF35
2313,DEPDC7
2314,PMEL
2315,PRUNE2
2316,XKR8
2317,MT-ND1
2318,GABRP
2319,FNIP2
2320,DEFB105B
2321,HSPE1-MOB4
2322,SPATA33
2323,TSSK2
2324,NKAIN4
2325,ACRBP
2326,PLAAT5
2327,C12orf73
2328,RAB7A
2329,OR14A2
2330,LDHAL6B
2331,CTD-2530N21.7
2332,RYK
2333,SPDYE13
2334,CAPN8
2335,PDZK1IP1
2336,OR8K1
2337,STAT5B
2338,OR5B2
2339,SGCG
2340,PFKL
2341,PFKFB4
2342,FAM177A1
2343,KIR3DL3
2344,EXOSC1
2345,FURIN
2346,BOK
2347,CD5L
2348,ABCF3
2349,ATP2B4
2350,OLFML3
2351,DUSP23
2352,TRAF6
2353,IWS1
2354,PGLYRP4
2355,C2CD6
2356,S100A4
2357,SYT1
2358,SOX18
2359,MCU
2360,PRDX3
2361,KRTAP5-8
2362,RESF1
2363,TMEM37
2364,THPO
2365,OR52N1
2366,SLC25A36
2367,PLCL2
2368,PSEN2
2369,JAML
2370,C8orf74
2371,GPR171
2372,TRIM17
2373,MOK
2374,CLDND2
2375,POLE2
2376,PIPOX
2377,PTAR1
2378,SPR
2379,OR5D16
2380,ARMC10
2381,ODF3
2382,SYT10
2383,GNG13
2384,RHOXF2B
2385,OTUD4
2386,COX8A
2387,CYP4B1
2388,FAHD2B
2389,VAMP3
2390,FOXI3
2391,TFF1
2392,SUSD3
2393,NINJ2
2394,ATL1
2395,ZNF101
2396,EEPD1
2397,STAU1
2398,PCBP2
2399,SEPTIN5
2400,RPL36
2401,METTL5
2402,CBLL2
2403,SLC8A1
2404,P2RY8
2405,FOSB
2406,PIK3C2G
2407,FXN
2408,ASAH1
2409,IL34
2410,ABHD10
2411,ZNF880
2412,CEACAM18
2413,RP11-434D12.1
2414,CDKN1B
2415,C4B
2416,MRPL34
2417,R3HDML
2418,CH507-9B2.2
2419,EBLN2
2420,OCIAD2
2421,SRD5A1
2422,PRSS41
2423,GTF2F1
2424,SLC7A2
2425,CASC3
2426,SLC30A3
2427,TM4SF19-DYNLT2B
2428,WDR41
2429,TNFRSF10D
2430,UMODL1
2431,COLGALT1
2432,MTR
2433,MBOAT1
2434,FER
2435,AATF
2436,CTDNEP1
2437,GPR84
2438,CMTM4
2439,MBTD1
2440,C11orf42
2441,OR4C13
2442,ETS2
2443,ERVV-2
2444,MACIR
2445,B4GALT1
2446,VWC2
2447,LCE1E
2448,IL15
2449,WWC2
2450,UROD
2451,CLN8
2452,MTRNR2L5
2453,FBXL22
2454,MEOX1
2455,XXYLT1
2456,DNPH1
2457,LY6G5B
2458,ARSK
2459,DHX35
2460,KDM4D
2461,ACP7
2462,KRT40
2463,FAM216A
2464,TTYH2
2465,DDX54
2466,TNF
2467,KCNA6
2468,CTB-109A12.2
2469,PRRX2
2470,MCUR1
2471,PCDHA11
2472,TMOD1
2473,RNF152
2474,TSPAN3
2475,KIF20A
2476,HNRNPH1
2477,YLPM1
2478,ALS2
2479,DCTN2
2480,CHAC1
2481,SLC35E4
2482,TBC1D3I
2483,HEMGN
2484,ELOA3CP
2485,RPN1
2486,AC138647.1
2487,CLN6
2488,TEX9
2489,ZNF215
2490,C6orf136
2491,ATP6V0B
2492,AKAP1
2493,ZNF600
2494,NEK11
2495,RGCC
2496,NKX2-6
2497,ZBTB3
2498,TMEM60
2499,RAB38
2500,PKD2
2501,CEACAM6
2502,GOLGA6L4
2503,CASP1
2504,APCS
2505,ACTR8
2506,CLDN25
2507,EGFL6
2508,COPS5
2509,BCAT1
2510,LA16c-306E5.2
2511,CALHM6
2512,GSTA1
2513,SLIT3
2514,NAALADL1
2515,CRYBG2
2516,CABYR
2517,CHRNA10
2518,FGFBP3
2519,AICDA
2520,TRIM40
2521,LPCAT3
2522,D2HGDH
2523,TSBP1
2524,MRPS28
2525,LIPH
2526,SLC9A3R2
2527,HJV
2528,CDYL2
2529,CDS1
2530,ZNF669
2531,TPM2
2532,PTPRK
2533,PPFIBP1
2534,GDE1
2535,RBPMS
2536,C11orf94
2537,LRRC9
2538,GNG5P2
2539,MSH3
2540,RANBP3L
2541,CTAGE15
2542,WDR11
2543,GNG7
2544,PCMTD2
2545,AAMP
2546,MRPL52
2547,P3R3URF-PIK3R3
2548,LRRC53
2549,CMC2
2550,URAD
2551,NTRK3
2552,ATP11A
2553,VCAN
2554,SMPDL3A
2555,CCDC149
2556,TLCD2
2557,KCND3
2558,CCDC42
2559,HNRNPA0
2560,OR5H6
2561,DNAJC13
2562,ZMAT3
2563,GDF6
2564,DOCK10
2565,OMG
2566,KIF2A
2567,GPX4
2568,RPS6KA2
2569,MYEF2
2570,MOSMO
2571,CTNNA3
2572,FAM91A1
2573,SAMSN1
2574,LURAP1L
2575,CYP3A4
2576,OTC
2577,CPA3
2578,BST2
2579,MCM3
2580,COMMD8
2581,TUBA1A
2582,GLI1
2583,RP11-463D19.2
2584,PPP3CA
2585,VSIR
2586,IBA57
2587,SERPINB4
2588,TNFRSF13C
2589,DHODH
2590,SEC31A
2591,TOLLIP
2592,CENATAC
2593,C2orf42
2594,RP11-96O20.4
2595,CCT8L2
2596,SMIM9
2597,FKBP10
2598,KPNA7
2599,SRRM1
2600,TCEA3
2601,ARRDC2
2602,KCNN2
2603,PLIN1
2604,F8A2
2605,ARID5B
2606,SNX25
2607,ARSD
2608,ZNF787
2609,INTS6
2610,PANX2
2611,TFF3
2612,NSUN3
2613,TARS3
2614,CDCP2
2615,RNASE8
2616,SAMM50
2617,NEK8
2618,TMEM192
2619,RASL10A
2620,MYOF
2621,ASIC5
2622,AGBL5
2623,ZBTB24
2624,ATP5F1C
2625,SYS1-DBNDD2
2626,TJP2
2627,OR56A3
2628,KLHDC7A
2629,ENPP6
2630,TBC1D12
2631,MBL2
2632,INAVA
2633,TMCO2
2634,EDDM3A
2635,CCDC179
2636,ATP2B2
2637,NUP205
2638,KIF11
2639,ITIH1
2640,LACRT
2641,C1orf74
2642,VGLL1
2643,PDS5B
2644,PLAG1
2645,PARP9
2646,CDC5L
2647,ZNF528
2648,DNASE2B
2649,CYP4F3
2650,ZBTB7B
2651,SGSM1
2652,PCED1B
2653,CLU
2654,SIGLEC9
2655,SLC16A7
2656,MPV17L
2657,DPP3
2658,WDR97
2659,SERTAD1
2660,PDZRN3
2661,ZNF493
2662,DIO3
2663,RNF168
2664,OR6C70
2665,RNASE1
2666,SLC8B1
2667,CDC16
2668,SPINK14
2669,PCCB
2670,GIGYF2
2671,MPIG6B
2672,TUBGCP6
2673,CDCA4
2674,KLF10
2675,BIRC5
2676,DNAJB2
2677,RAD52
2678,SWT1
2679,ZBTB44
2680,CLTRN
2681,SFXN1
2682,PBLD
2683,ASIC2
2684,GOLGA6L7
2685,SLC5A7
2686,CHEK2
2687,DUSP4
2688,TMC1
2689,LARP7
2690,CHST11
2691,SIK1B
2692,DCDC2C
2693,NAT1
2694,SYNGR3
2695,PTPRA
2696,WRN
2697,MDP1
2698,POTEG
2699,UBE2J2
2700,NEDD4L
2701,SSR3
2702,RERGL
2703,HSD11B2
2704,RP11-257K9.8
2705,ADGRL3
2706,RGS9BP
2707,PRR32
2708,TMEM35B
2709,USP9Y
2710,GLYATL1B
2711,GPHN
2712,ARMH1
2713,COP1
2714,SCYGR4
2715,CACNA1I
2716,PRKCG
2717,PIRT
2718,ANKRD13B
2719,ARPP21
2720,S100A2
2721,LRRC27
2722,GOLGA1
2723,NAGPA
2724,EIF4EBP2
2725,SLC6A17
2726,IL1RL2
2727,EVX2
2728,MAGEC2
2729,KLRD1
2730,B3GNTL1
2731,POLA2
2732,DEFB119
2733,SEC23IP
2734,FADS3
2735,CFAP97D1
2736,CTD-2501B8.1
2737,HLA-DQA2
2738,TBXT
2739,C2orf76
2740,KIAA1549L
2741,LGI1
2742,DDC
2743,PCDHGB7
2744,FRG2B
2745,FAF1
2746,DCAF7
2747,POTED
2748,MEGF11
2749,CTD-2207O23.10
2750,TOMM22
2751,RGPD6
2752,FBXO7
2753,DOK2
2754,PYCR2
2755,UTP4
2756,TCAF1
2757,CCDC87
2758,CNIH2
2759,SERTM2
2760,OR10H3
2761,JAK2
2762,MYO18B
2763,CXCL11
2764,BPY2
2765,PRPS1L1
2766,FMC1
2767,ENTPD1
2768,UGT1A5
2769,SPRN
2770,SF3B2
2771,TCAF2
2772,USP36
2773,NBPF10
2774,TUBE1
2775,ZDHHC8
2776,ZFP69
2777,RASSF2
2778,CDC37L1
2779,LINC02203
2780,BNIPL
2781,ARID4B
2782,CHMP4B
2783,RFTN2
2784,CCL1
2785,AEBP1
2786,MLLT1
2787,PSG8
2788,TAS1R3
2789,HSF2
2790,TOP2A
2791,ATP6V1H
2792,ANKRD63
2793,CTB-127M13.1
2794,SERTM1
2795,OR5H2
2796,R3HCC1
2797,TPRG1
2798,WASHC4
2799,RP11-343C2.9
2800,RP11-24I5.1
2801,OGFOD3
2802,PAK3
2803,LIMD2
2804,QRFP
2805,RNF32
2806,WIPI2
2807,ZMYND12
2808,UAP1
2809,ZNF570
2810,PDLIM1
2811,STAC3
2812,TMEM256
2813,ZDHHC24
2814,PRR13
2815,SERAC1
2816,CEP162
2817,ACAD11
2818,KDM5C
2819,LZTFL1
2820,PPP4R3B
2821,BCL6B
2822,CHRDL1
2823,GPX5
2824,RANBP1
2825,USP17L21
2826,SPATA12
2827,FOXH1
2828,TSPY2
2829,HOMER2
2830,ZFPM1
2831,CCL13
2832,YEATS4
2833,NUP50
2834,SYNM
2835,FAM174B
2836,TRIM66
2837,TRAM2
2838,TLE5
2839,EMP3
2840,MESP2
2841,MAPKAP1
2842,USP17L20
2843,IGSF1
2844,PRAMEF11
2845,SPIN1
2846,EXOSC4
2847,RP11-173A6.4
2848,NKX6-1
2849,ATAD3A
2850,MRPS24
2851,INSL5
2852,CCR8
2853,RAB14
2854,GAS2L3
2855,FGF21
2856,VPS52
2857,SNX19
2858,WASF3
2859,ZKSCAN1
2860,FADS1
2861,BTBD16
2862,FIGNL1
2863,HSPA4L
2864,CELA1
2865,ACD
2866,DMP1
2867,RBM48
2868,UNC80
2869,MEX3B
2870,BTN3A3
2871,CCDC153
2872,TCAP
2873,REG1A
2874,SOCS4
2875,PCDHA6
2876,ZNF324B
2877,CCSER2
2878,PTPRM
2879,ABCA10
2880,PRORP
2881,BTBD9
2882,TMDD1
2883,RAB21
2884,SLC4A4
2885,LAMC2
2886,IQCA1
2887,MC2R
2888,SRPX2
2889,GAB4
2890,PSME1
2891,ARHGAP11B
2892,ANXA2
2893,GIPC3
2894,BZW2
2895,LIN37
2896,COASY
2897,CDC7
2898,SOX3
2899,C4orf54
2900,WDHD1
2901,BBS5
2902,KLHL38
2903,PRKCQ
2904,NKAIN1
2905,CORO1A
2906,B3GNT5
2907,OR8A1
2908,BTK
2909,CEP85
2910,MCL1
2911,ZNF138
2912,TMEM221
2913,PPP1R2
2914,CCDC113
2915,CHPT1
2916,PPP1R15A
2917,DPY19L1
2918,ANKLE2
2919,ZNF284
2920,TRPC4AP
2921,AREL1
2922,DOLK
2923,GMPPA
2924,ALDH1B1
2925,RP5-864K19.6
2926,ARVCF
2927,FAM126A
2928,SLC26A6
2929,COL4A2
2930,CHTF18
2931,OPRPN
2932,PDSS1
2933,OR8B3
2934,SLC17A8
2935,SAP25
2936,HELQ
2937,GRIPAP1
2938,DERL2
2939,UBE2Z
2940,KSR2
2941,NRF1
2942,AGRP
2943,IGFBP2
2944,IL33
2945,FAM13B
2946,CKMT1A
2947,AP1B1
2948,ALLC
2949,ZBED6
2950,ATG9B
2951,ERMARD
2952,MRPL46
2953,SHLD1
2954,MRPS9
2955,MGAT3
2956,ADCY1
2957,DNAJA3
2958,ARHGEF40
2959,ADORA2A
2960,THBS2
2961,CLSTN3
2962,DKC1
2963,NCAPD3
2964,BEND2
2965,KIF4A
2966,IFNLR1
2967,ACSM6
2968,TRMT13
2969,CLTA
2970,CTRB2
2971,FAM170B
2972,GASK1A
2973,MYO1D
2974,CDK3
2975,PRKRIP1
2976,KRTAP1-4
2977,RXFP1
2978,SMIM13
2979,EDARADD
2980,PROX2
2981,HNRNPD
2982,TMEM202
2983,ZNF7
2984,ZDHHC5
2985,ZNF711
2986,ZNF366
2987,GPER1
2988,NDST3
2989,SMR3A
2990,HLA-DRB5
2991,STRIP2
2992,SEMA5A
2993,C6orf52
2994,KIF5A
2995,XPO1
2996,SMARCA2
2997,RBKS
2998,DEFB105A
2999,OR5L1
3000,LNX1
3001,NF2
3002,PEX2
3003,PARP4
3004,PATE4
3005,DNAJC15
3006,CD47
3007,PEAK3
3008,ADGRG3
3009,HTRA4
3010,LMO3
3011,SLC16A5
3012,KCNA3
3013,CBLIF
3014,ZNF333
3015,SSU72
3016,DBX1
3017,GID8
3018,ABC7-42404400C24.1
3019,TNNC1
3020,OSR1
3021,POFUT2
3022,ATF7-NPFF
3023,PCDH8
3024,TBC1D3
3025,CRABP2
3026,NMNAT1
3027,RP5-1189D6.2
3028,TLCD3B
3029,TMIGD2
3030,SLC17A9
3031,PRR27
3032,SNRPG
3033,RP1-93H18.7
3034,NUBP1
3035,ZNF479
3036,CDHR2
3037,OR6K3
3038,SUSD6
3039,BUD31
3040,VRTN
3041,ALK
3042,GAL3ST1
3043,BCL11B
3044,ZC3H4
3045,SRRM3
3046,NMRK1
3047,ZBTB22
3048,MECP2
3049,MYO19
3050,CD70
3051,EFCAB7
3052,GPSM2
3053,TMEM145
3054,IER3
3055,PON2
3056,UGT1A1
3057,ADAMTS17
3058,RAB20
3059,CROT
3060,TMEM25
3061,SCYL2
3062,C6orf141
3063,MANSC4
3064,C16orf46
3065,PCDHB5
3066,RP5-931K24.4
3067,PRKAG3
3068,PCDHGB5
3069,JMJD7
3070,RAB5IF
3071,C9orf78
3072,MUC22
3073,MYBPH
3074,POGLUT2
3075,RP11-437B10.1
3076,DYRK3
3077,KRTAP4-6
3078,THNSL1
3079,OR2AE1
3080,ALX4
3081,SBK3
3082,VPS13C
3083,OR1F1
3084,PXDC1
3085,PPP2R5C
3086,TBXAS1
3087,TTI2
3088,LIN7A
3089,SHF
3090,RWDD1
3091,TCOF1
3092,SLCO1B3
3093,CROCC
3094,RP11-159G9.5
3095,KCNK10
3096,RP11-807H22.9
3097,COL5A1
3098,ZNF449
3099,HOXA13
3100,PHEX
3101,PIGC
3102,NCS1
3103,APOLD1
3104,DNAJC24
3105,TBCE
3106,CFAP298-TCP10L
3107,BACH1
3108,GABRB1
3109,GP9
3110,LMNTD2
3111,KRTAP4-2
3112,TAMM41
3113,NOCT
3114,CH17-140K24.8
3115,SPRED2
3116,FAM149B1
3117,PPM1K
3118,SH2D2A
3119,FBXO3
3120,RNF150
3121,COCH
3122,FKTN
3123,EEFSEC
3124,SLC25A10
3125,TUBB2A
3126,SELENOF
3127,CATSPER3
3128,DUSP15
3129,SGK2
3130,CENPN
3131,PCDHB10
3132,LARGE1
3133,SGF29
3134,TBX10
3135,ERAL1
3136,ERBB2
3137,GABRA1
3138,AC138969.4
3139,XRN2
3140,ELSPBP1
3141,ZHX3
3142,RNF212B
3143,INSIG1
3144,SH2D5
3145,KIF20B
3146,SLC28A2
3147,SRSF4
3148,KBTBD4
3149,PSG7
3150,ALPG
3151,NRAS
